sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934094793,Bayside Breeze - 2 Items,4382371348538,31286823190586,Bayside Breeze - 2 Items
745934094809,Bayside Breeze - 3 Items,4382371840058,31286825156666,Bayside Breeze - 3 Items
745934094847,Bayside Breeze - 5 Items,4382372233274,31286825746490,Bayside Breeze - 5 Items
