sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934415253,Balanced Beige - 2 Items,4573583736890,32078567866426,Balanced Beige - 2 Items
745934415260,Balanced Beige - 3 Items,4573584588858,32078580285498,Balanced Beige - 3 Items
745934415277,Balanced Beige - 5 Items,4573589995578,32078626521146,Balanced Beige - 5 Items
