sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934292991,A New Gray - 2 Items,4519377961018,31837712744506,A New Gray - 2 Items
745934293004,A New Gray - 3 Items,4519378059322,31837712810042,A New Gray - 3 Items
745934293011,A New Gray - 5 Items,4519378387002,31837713006650,A New Gray - 5 Items
