sku,product_title,shopify_product_id,shopify_variant_id,product_collection
17,Coral Kissed - 2 Items,4620659195962,32214163619898,Coral Kissed - 2 Items
18,Coral Kissed - 3 Items,4620659523642,32214166044730,Coral Kissed - 3 Items
19,Coral Kissed - 5 Items,4620659851322,32214168436794,Coral Kissed - 5 Items
