sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204132003,In The Zone - 3 Items,175540207634,1599416074258,In The Zone - 3 Items
764204132010,In The Zone - 5 Items,175535685650,1599409848338,In The Zone - 5 Items
