sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204268207,Street Smarts - 3 Items,2154512613434,21672966520890,Street Smarts - 3 Items
764204268177,Street Smarts - 5 items,2144938426426,21544061141050,Street Smarts - 5 Items
