sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204843893,Second Skin - 2 Items,2525983866938,23758030667834,Second Skin - 2 Items
764204843909,Second Skin - 3 Items,2525983998010,23758030831674,Second Skin - 3 Items
764204843916,Second Skin - 5 Items,2525984456762,23758031814714,Second Skin - 5 Items
