sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934293066,Nightfall - 2 Items,4519392837690,31837742170170,Nightfall - 2 Items
745934293073,Nightfall - 3 Items,4519392870458,31837742202938,Nightfall - 3 Items
745934293080,Nightfall - 5 Items,4519394148410,31837743120442,Nightfall - 5 Items
