sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204222872,Think Pink - 3 Items,1918032609338,19251985023034,Think Pink - 3 Items
764204222964,Think Pink - 5 Items,1918033133626,19251990495290,Think Pink - 5 Items
