prod_id_key,prod_id_value,next_month_prod_id,prepaid
3 MONTHS,23729012754,4366057963578,t
3 Months - 2 Items,2506238492730,4366057209914,t
3 Months - 3 Items,2209786298426,4366057406522,t
3 Months - 3 Items  Auto renew,2209786298426,4366057406522,t
3 Months - 3 Items (ships every 1 Months),2209786298426,4366057406522,t
3 Months - 5 Items,2209789771834,4366057963578,t
