sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934482880,Midnight Sky - 2 Items,4601240518714,32178527699002,Midnight Sky - 2 Items
745934482897,Midnight Sky - 3 Items,4601240649786,32178527797306,Midnight Sky - 3 Items
745934482903,Midnight Sky - 5 Items,4601242091578,32178530091066,Midnight Sky - 5 Items
