sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934187686,Pacific Mist - 2 Items,4427335696442,31424595591226,Pacific Mist - 2 Items
745934187693,Pacific Mist - 3 Items,4427336384570,31424597196858,Pacific Mist - 3 Items
745934187709,Pacific Mist - 5 Items,4427336777786,31424597753914,Pacific Mist - 5 Items
