sku,product_title,shopify_product_id,shopify_variant_id,product_collection
799999999164,Mix and Match - 2 Items,5776539451553,36662002909345,Mix and Match - 2 Items
799999999165,Mix and Match - 3 Items,5776543088801,36662019621025,Mix and Match - 3 Items
799999999166,Mix and Match - 5 Items,5776545644705,36662026961057,Mix and Match - 5 Items
