sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204268160,Color Theory - 3 Item,1479236812851,13323677564979,Color Theory - 3 Item
764204268139,Color Theory - 5 Item,1479235829811,13323671011379,Color Theory - 5 Item
