sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934543574,Tilt The Scale - 2 Items,4637735518266,32239237922874,Tilt The Scale - 2 Items
745934543581,Tilt The Scale - 3 Items,4638087872570,32239765389370,Tilt The Scale - 3 Items
745934543598,Tilt The Scale - 5 Items,4638110941242,32239911567418,Tilt The Scale - 5 Items
