sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204961962,Show Your Stripes - 2 Items,4370215731339,31404955566219,Show Your Stripes - 2 Items
764204961979,Show Your Stripes - 3 Items,4370215829643,31404955664523,Show Your Stripes - 3 Items
764204961986,Show Your Stripes - 5 Items,4370215895179,31404955795595,Show Your Stripes - 5 Items
