sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934135311,Blue Skies - 2 Items,4398406959162,31325562404922,Blue Skies - 2 Items
745934135328,Blue Skies - 3 Items,4398408073274,31325564534842,Blue Skies - 3 Items
745934135335,Blue Skies - 5 Items,4398409089082,31325567451194,Blue Skies - 5 Items
