sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204336906,Chill Mode - 3 Items,2267626373178,22507600740410,Chill Mode - 3 Items
764204336944,Chill Mode - 5 Items,2267630239802,22332295282746,Chill Mode - 5 Items
