sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934573403,Viper Vibe - 2 Items,4656677650490,32270711095354,Viper Vibe - 2 Items
745934573410,Viper Vibe - 3 Items,6535405928506,39246297169978,Viper Vibe - 3 Items
745934573427,Viper Vibe - 5 Items,4656678731834,32270717681722,Viper Vibe - 5 Items
