sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204423279,Beach Bash - 3 Items,2457951502394,23361475674170,Beach Bash - 3 Items
764204423323,Beach Bash - 5 Items,2457951633466,23361476198458,Beach Bash - 5 Items
