sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934252971,Wild Instinct - 2 Items,4494787018810,31762203705402,Wild Instinct - 2 Items
745934252988,Wild Instinct - 3 Items,4494787805242,31762204524602,Wild Instinct - 3 Items
745934252995,Wild Instinct - 5 Items,4494788886586,31762207178810,Wild Instinct - 5 Items
