sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934624471,Paradiso - 2 Items,6561628520506,39310383710266,Paradiso - 2 Items
745934624488,Paradiso - 3 Items,6561630421050,39310385578042,Paradiso - 3 Items
745934624495,Paradiso - 5 Items,6562435334202,39311481634874,Paradiso - 5 Items
