sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204806164,Boss Babe - 2 Items,2525979639866,23757995114554,Boss Babe - 2 Items
764204806171,Boss Babe - 3 Items,2525980524602,23758005993530,Boss Babe - 3 Items
764204816828,Boss Babe - 5 Items,2525981343802,23758010286138,Boss Babe - 5 Items
