sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204816835,Canyon Sunset - 2 Items,2525982425146,23758021754938,Canyon Sunset - 2 Items
764204816842,Canyon Sunset - 3 Items,2525982588986,23758025261114,Canyon Sunset - 3 Items
764204843701,Canyon Sunset - 5 Items,2525983178810,23758029127738,Canyon Sunset - 5 Items
