sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204962020,Comfort Zone - 2 Items,4320734412858,31031907024954,Comfort Zone - 2 Items
764204962037,Comfort Zone - 3 Items,4320734609466,31031907319866,Comfort Zone - 3 Items
764204962044,Comfort Zone - 5 Items,4320734904378,31031907647546,Comfort Zone - 5 Items
