sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934187716,Citrus Kick - 2 Items,4428799148090,31432802500666,Citrus Kick - 2 Items
745934187723,Citrus Kick - 3 Items,4428800327738,31432808595514,Citrus Kick - 3 Items
745934187730,Citrus Kick - 5 Items,4428803113018,31432816099386,Citrus Kick - 5 Items
