count,product_title,shopify_product_id
2,Adventure Time - 2 Items,2503573962810
43,Adventure Time - 3 Items,2477581697082
2,Adventure Time - 5 Items,2477581795386
66,Balanced Body - 3 Items,2525988519994
1,Balanced Body - 3 Items  Auto renew,2525988519994
12,Balanced Body - 5 Items,2525989175354
4,Boss Babe - 2 Items,2525979639866
326,Boss Babe - 3 Items,2525980524602
3,Boss Babe - 3 Items  Auto renew,2525980524602
55,Boss Babe - 5 Items,2525981343802
15,Canyon Sunset - 2 Items,2525982425146
596,Canyon Sunset - 3 Items,2525982588986
3,Canyon Sunset - 3 Items  Auto renew,2525982588986
107,Canyon Sunset - 5 Items,2525983178810
8,English Fog - 2 Items,2514830327866
1,English Fog - 2 Items  Auto renew,2514830327866
104,English Fog - 3 Items,2514830491706
8,English Fog - 5 Items,2514830852154
1,Fierce & Floral - 3 Items,2227262881850
2,First Chakra - 2 Items,2496307560506
78,First Chakra - 3 Items,2494099554362
1,First Chakra - 3 Items  Auto renew,2494099554362
9,First Chakra - 5 Items,2494100176954
1,First Chakra - 5 Items  Auto renew,2494100176954
1,Rise & Shine - 5 Items,2477579599930
1,Sangria Splash - 2 Items,2503579500602
15,Sangria Splash - 3 Items,2457952845882
2,Sangria Splash - 5 Items,2457953173562
17,Second Skin - 2 Items,2525983866938
294,Second Skin - 3 Items,2525983998010
2,Second Skin - 3 Items  Auto renew,2525983998010
62,Second Skin - 5 Items,2525984456762
1,Second Skin - 5 Items  Auto renew,2525984456762
1,Soul Purpose - 2 Items,2525985210426
1,Soul Purpose - 2 Items  Auto renew,2525985210426
79,Soul Purpose - 3 Items,2525985439802
2,Soul Purpose - 3 Items  Auto renew,2525985439802
9,Soul Purpose - 5 Items,2525987668026
1,Steel the Show - 3 Items,2267622539322
6,Ultraviolet - 2 Items,2514832261178
92,Ultraviolet - 3 Items,2514833440826
5,Ultraviolet - 5 Items,2514833866810
8,Velvet Crush - 2 Items,2525970399290
555,Velvet Crush - 3 Items,2525970530362
2,Velvet Crush - 3 Items  Auto renew,2525970530362
117,Velvet Crush - 5 Items,2525978525754
2,Velvet Crush - 5 Items  Auto renew,2525978525754
1,Wild Heart - 2 Items,2496309329978
20,Wild Heart - 3 Items,2494104535098
2,Wild Heart - 5 Items,2494104698938
,,
2746,,
