sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204966677,Ivy League - 2 Items,4366077132858,31248746479674,Ivy League - 2 Items
764204966684,Ivy League - 3 Items,4366077591610,31248747626554,Ivy League - 3 Items
764204966691,Ivy League - 5 Items,4366079098938,31248752443450,Ivy League - 5 Items
