sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934187778,Calypso - 2 Items,4429044121658,31433682387002,Calypso - 2 Items
745934187785,Calypso - 3 Items,4429051559994,31433708732474,Calypso - 3 Items
745934187792,Calypso - 5 Items,4429052051514,31433711747130,Calypso - 5 Items
