sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934320892,Heart Felt - 2 Items,4541684613178,31913311436858,Heart Felt - 2 Items
745934320908,Heart Felt - 3 Items,4541684744250,31913311600698,Heart Felt - 3 Items
745934320915,Heart Felt - 5 Items,4541685858362,31913314353210,Heart Felt - 5 Items
