sku,product_title,shopify_product_id,shopify_variant_id,product_collection
745934222479,Fresh Tone - 2 Items,4465955569722,31599770304570,Fresh Tone - 2 Items
745934222486,Fresh Tone - 3 Items,4465956257850,31599774564410,Fresh Tone - 3 Items
745934222493,Fresh Tone - 5 Items,4465957109818,31599776956474,Fresh Tone - 5 Items
