sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204961900,Floral Bliss - 2 Items,4320724910138,31031894966330,Floral Bliss - 2 Items
764204961917,Floral Bliss - 3 Items,4320725106746,31031895326778,Floral Bliss - 3 Items
764204966578,Floral Bliss - 5 Items,4320726024250,31031896637498,Floral Bliss - 5 Items
