sku,product_title,shopify_product_id,shopify_variant_id,product_collection
764204966585,Paradise Cove - 2 Items,4366058225722,31248694542394,Paradise Cove - 2 Items
764204966592,Paradise Cove - 3 Items,4366058913850,31248695951418,Paradise Cove - 3 Items
764204966608,Paradise Cove - 5 Items,4366059143226,31248696311866,Paradise Cove - 5 Items
